timestamp,open,high,low,close,volume,amount
2025-03-15 16:00:00+00:00,84288.0,84448.3,84144.1,84307.3,4170481.0,35152347.59036
2025-03-15 17:00:00+00:00,84307.4,84435.0,84224.2,84376.0,4077089.0,34386853.77308
2025-03-15 18:00:00+00:00,84376.1,84421.0,84098.0,84189.8,2764590.0,23285105.37225
2025-03-15 19:00:00+00:00,84189.8,84294.1,84075.1,84268.9,2145641.0,18062405.85177
2025-03-15 20:00:00+00:00,84268.9,84404.0,84268.9,84339.5,1712996.0,14449525.85597
2025-03-15 21:00:00+00:00,84343.0,84419.0,84190.9,84340.6,1941837.0,16372364.25384
2025-03-15 22:00:00+00:00,84340.7,84398.8,84270.4,84335.9,1491756.0,12581707.35872
2025-03-15 23:00:00+00:00,84333.2,84361.1,84234.5,84296.7,1150988.0,9702419.2968
2025-03-16 00:00:00+00:00,84296.8,84342.7,84164.5,84212.5,1960292.0,16512897.43879
2025-03-16 01:00:00+00:00,84212.4,84237.8,83725.6,83845.9,6999664.0,58788671.42475
2025-03-16 02:00:00+00:00,83845.9,84089.3,83699.2,83920.0,6806359.0,57100960.37046
2025-03-16 03:00:00+00:00,83919.9,84327.5,83860.8,84277.5,3335053.0,28055066.66457
2025-03-16 04:00:00+00:00,84277.5,84370.0,84190.0,84338.5,5068651.0,42728389.2857
2025-03-16 05:00:00+00:00,84338.5,84361.8,84255.0,84338.5,2302116.0,19408462.49385
2025-03-16 06:00:00+00:00,84337.3,84350.0,84175.3,84175.3,1443708.0,12164545.57703
2025-03-16 07:00:00+00:00,84175.4,84328.4,83931.7,84234.5,5074119.0,42687671.66547
2025-03-16 08:00:00+00:00,84235.4,84295.1,84114.5,84216.4,1857038.0,15635976.16842
2025-03-16 09:00:00+00:00,84216.4,84228.8,83776.3,83871.1,7501019.0,62957577.75689
2025-03-16 10:00:00+00:00,83871.0,84031.4,83630.5,83638.1,8530633.0,71464998.09106
2025-03-16 11:00:00+00:00,83638.0,83669.9,82358.9,82384.8,32662945.0,270705124.90996
2025-03-16 12:00:00+00:00,82384.9,82900.0,82364.0,82722.6,13136431.0,108574300.20881
2025-03-16 13:00:00+00:00,82722.7,83093.5,82468.3,82570.3,18510831.0,153294972.24536
2025-03-16 14:00:00+00:00,82570.4,83374.9,82541.2,83330.5,22575575.0,187288365.44983
2025-03-16 15:00:00+00:00,83330.6,83453.6,82911.0,83269.2,19043666.0,158397844.25557
2025-03-16 16:00:00+00:00,83269.3,85150.0,83253.6,83599.5,51053421.0,429793669.93205
2025-03-16 17:00:00+00:00,83595.7,84066.0,83446.1,83874.8,15562158.0,130351666.01999
2025-03-16 18:00:00+00:00,83874.8,84059.4,83591.7,83663.8,5622196.0,47107343.58061
2025-03-16 19:00:00+00:00,83662.4,83705.0,82504.1,83065.5,13746612.0,114148635.51178
2025-03-16 20:00:00+00:00,83067.5,83431.8,82873.9,83167.3,6017081.0,50008829.88337
